Titre,Lien_du_titre,information,image,date,ldb,ldb1,information2,information3,notation_detail,Duree,Genre,Origine,Annee,Realisateur,Acteurs,Conseils,note,Synopsis
ASTÉRIX ET OBÉLIX : MISSION CLÉOPÂTRE,https://www.cine974.com/film/asterix-et-obelix-mission-cleopatre/451/, 37,https://www.cine974.com/images/affiches/moyen/ast--rix-et-ob--lix---mission-cl--op--tre-ABRc9w66.jpg,"
								2001								",37,4.5,1h47,37126, (151),1h47,Comédie,Français,2001,Alain Chabat,"
	
			avec Gérard Depardieu, Christian Clavier, Jamel Debbouze, Gérard Darmon, Monica Bellucci,  plus...
	","conseillé en Famille, en Amoureux, entre Amis, entre Filles, entre Mecs, en Solo", 4.5 | 151 avis ,"Cléopâtre, la reine d’Égypte, décide, pour défier l'Empereur romain Jules César, de construire en trois mois un palais somptueux en plein désert. Si elle y parvient, celui-ci devra concéder publiquement que le peuple égyptien est le plus grand de tous les peuples. Pour ce faire, Cléopâtre fait appel à Numérobis, un architecte d'avant-garde plein d'énergie. S'il réussit, elle le couvrira d'or. S'il échoue, elle le jettera aux crocodiles. Celui-ci, conscient du défi à relever, cherche de l'aide auprès de son vieil ami Panoramix. Le druide fait le voyage en Égypte avec Astérix et Obélix. De son côté, Amonbofis, l'architecte officiel de Cléopâtre, jaloux que la reine ait choisi Numérobis pour construire le palais, va tout mettre en œuvre pour faire échouer son concurrent."
INTERSTELLAR,https://www.cine974.com/film/interstellar/10/, 38,https://www.cine974.com/images/affiches/moyen/interstellar-A2FGjaMj.jpg,"
								2014								",38,4.5,2h49,151526, (144),2h49,Drame,"Américain, Britannique",2014,Christopher Nolan,"
	
			avec Matthew McConaughey, Anne Hathaway, Michael Caine, John Lithgow, Jessica Chastain,  plus...
	",, 4.5 | 144 avis ,Le film raconte les aventures d’un groupe d’explorateurs qui utilisent une faille récemment découverte dans l’espace-temps afin de repousser les limites humaines et partir à la conquête des distances astronomiques dans un voyage interstellaire.
FIGHT CLUB,https://www.cine974.com/film/fight-club/310/, 39,https://www.cine974.com/images/affiches/moyen/fight-club-BcIkMLs6.jpg,"
								1999								",39,4.5,2h19,22689, (133),2h19,Drame,"Allemand, Américain",1999,David Fincher,"
	
			avec Brad Pitt, Edward Norton, Helena Bonham Carter, Meat Loaf, Jared Leto,  plus...
	",Interdit aux moins de 16 ans, 4.5 | 133 avis ,"Le narrateur, sans identité précise, vit seul, travaille seul, dort seul, mange seul ses plateaux-repas pour une personne comme beaucoup d'autres personnes seules qui connaissent la misère humaine, morale et sexuelle. C'est pourquoi il va devenir membre du Fight club, un lieu clandestin ou il va pouvoir retrouver sa virilité, l'échange et la communication. Ce club est dirigé par Tyler Durden, une sorte d'anarchiste entre gourou et philosophe qui prêche l'amour de son prochain."
UN SINGE EN HIVER,https://www.cine974.com/film/un-singe-en-hiver/27297/, 40,https://www.cine974.com/images/affiches/moyen/un-singe-en-hiver-U3aNnEeQ.jpg,"
								1962								",40,4.5,1h45,5106, (126),1h45,Comédie dramatique,Français,,Henri Verneuil,"
	
			avec Jean-Paul Belmondo, Jean Gabin, Noël Roquevert, Suzanne Flon, Paul Frankeur,  plus...
	",, 4.5 | 126 avis ,
TCHAO PANTIN,https://www.cine974.com/film/tchao-pantin/5904/, 41,https://www.cine974.com/images/affiches/moyen/tchao-pantin-rCukmtp2.jpg,"
								1983								",41,4.5,1h40,7287, (123),1h40,Policier,Français,,Claude Berri,"
	
			avec Coluche, Richard Anconina, Agnès Soral, Philippe Léotard, Mahmoud Zemmouri,  plus...
	",, 4.5 | 123 avis ,
BERNIE,https://www.cine974.com/film/bernie/37493/, 42,https://www.cine974.com/images/affiches/moyen/bernie-92HxK9KY.jpg,"
								1996								",42,4.5,1h27,8273, (122),1h27,Comédie dramatique,Français,1996,Albert Dupontel,"
	
			avec Albert Dupontel, Roland Blanche, Roland Bertin, Hélène Vincent, Claude Perron,  plus...
	",Interdit aux moins de 12 ans, 4.5 | 122 avis ,
THE DARK KNIGHT RISES,https://www.cine974.com/film/the-dark-knight-rises/401/, 43,https://www.cine974.com/images/affiches/moyen/the-dark-knight-rises-tGiAgna2.jpg,"
								2012								",43,4.5,2h44,13565, (121),2h44,Action,"Américain, Britannique",2012,Christopher Nolan,"
	
			avec Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt, Anne Hathaway,  plus...
	",, 4.5 | 121 avis ,"Il y a huit ans, Batman a disparu dans la nuit : lui qui était un héros est alors devenu un fugitif. S'accusant de la mort du procureur-adjoint Harvey Dent, le Chevalier Noir a tout sacrifié au nom de ce que le commissaire Gordon et lui-même considéraient être une noble cause. Et leurs actions conjointes se sont avérées efficaces pour un temps puisque la criminalité a été éradiquée à Gotham City grâce à l'arsenal de lois répressif initié par Dent. Mais c'est un chat – aux intentions obscures – aussi rusé que voleur qui va tout bouleverser. À moins que ce ne soit l'arrivée à Gotham de Bane, terroriste masqué, qui compte bien arracher Bruce à l'exil qu'il s'est imposé. Pourtant, même si ce dernier est prêt à endosser de nouveau la cape et le casque du Chevalier Noir, Batman n'est peut-être plus de taille à affronter Bane…"
JE SUIS UNE LÉGENDE,https://www.cine974.com/film/je-suis-une-legende/652/, 44,https://www.cine974.com/images/affiches/moyen/je-suis-une-l--gende-72Wa1Jxg.jpg,"
								2007								",44,4.5,1h40,17636, (114),1h40,Science-fiction,Américain,2007,Francis Lawrence,"
	
			avec Will Smith, Alice Braga, Charlie Tahan, Salli Richardson, Willow Smith,  plus...
	","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs", 4.5 | 114 avis ,"Robert Neville était un savant de haut niveau et de réputation mondiale, mais il en aurait fallu plus pour stopper les ravages de cet incurable et terrifiant virus d'origine humaine. Mystérieusement immunisé contre le mal, Neville est aujourd'hui le dernier homme à hanter les ruines de New York. Peut-être le dernier homme sur Terre... Depuis trois ans, il diffuse chaque jour des messages radio dans le fol espoir de trouver d'autres survivants. Nul n'a encore répondu. Mais Neville n'est pas seul. Des mutants, victimes de cette peste moderne - on les appelle les ""Infectés"" - rôdent dans les ténèbres... observent ses moindres gestes, guettent sa première erreur. Devenu l'ultime espoir de l'humanité, Neville se consacre tout entier à sa mission : venir à bout du virus, en annuler les terribles effets en se servant de son propre sang. Ses innombrables ennemis lui en laisseront-ils le temps ? Le compte à rebours touche à sa fin..."
SUR LA ROUTE DE MADISON,https://www.cine974.com/film/sur-la-route-de-madison/1485/, 45,https://www.cine974.com/images/affiches/moyen/sur-la-route-de-madison-SEL2pEAr.jpg,"
								1995								",45,4.5,2h15,7440, (114),2h15,Drame,,,Clint Eastwood,"
	
			avec Meryl Streep, Clint Eastwood, Annie Corley, Jim Haynie, Victor Slezak,  plus...
	",, 4.5 | 114 avis ,"Michael Johnson et sa soeur Caroline reviennent dans la ferme de leur enfance régler la succession de leur mère, Francesca. Ils vont découvrir tout un pan de la vie de leur mère ignoré de tous, sa brève, intense et inoubliable liaison avec un photographe de passage."
STAR WARS : EPISODE VI - LE RETOUR DU JEDI,https://www.cine974.com/film/star-wars-episode-vi-le-retour-du-jedi/670/, 46,https://www.cine974.com/images/affiches/moyen/star-wars---episode-vi---le-retour-du-jedi-eykqkGvM.jpg,"
								1983								",46,4.5,2h13,17035, (113),2h13,Aventure,Américain,1983,Richard Marquand,"
	
			avec Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, David Prowse,  plus...
	",, 4.5 | 113 avis ,"L'Empire galactique est plus puissant que jamais : la construction de la nouvelle arme, l'Etoile de la Mort, menace l'univers tout entier... Arrêté après la trahison de Lando Calrissian, Han Solo est remis à l'ignoble contrebandier Jabba Le Hutt par le chasseur de primes Boba Fett. Après l'échec d'une première tentative d'évasion menée par la princesse Leia, également arrêtée par Jabba, Luke Skywalker et Lando parviennent à libérer leurs amis. Han, Leia, Chewbacca, C-3PO et Luke, devenu un Jedi, s'envolent dès lors pour une mission d'extrême importance sur la lune forestière d'Endor, afin de détruire le générateur du bouclier de l'Etoile de la Mort et permettre une attaque des pilotes de l'Alliance rebelle. Conscient d'être un danger pour ses compagnons, Luke préfère se rendre aux mains de Dark Vador, son père et ancien Jedi passé du côté obscur de la Force."
GHOST,https://www.cine974.com/film/ghost/601/, 47,https://www.cine974.com/images/affiches/moyen/ghost-nyPKwpp5.jpg,"
								1990								",47,4.5,2h06,14987, (102),2h06,Drame,Américain,1990,Jerry Zucker,"
	
			avec Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, Vincent Schiavelli,  plus...
	","conseillé en Amoureux, entre Amis, entre Filles, entre Mecs, en Solo", 4.5 | 102 avis ,"Sam Wheat, cadre dans une banque d'affaires new-yorkaise, et Molly Jensen, sculpteur, s'aiment. Mais tout bascule lorsque Sam Wheat est agressé dans la rue et abattu. A sa grande surprise, il devient un fantôme et réussit à communiquer avec une voyante hystérique. Il tente alors d'entrer en contact avec sa femme et découvre qui a voulu le tuer."
LE CINQUIÈME ÉLÉMENT,https://www.cine974.com/film/le-cinquieme-element/472/, 48,https://www.cine974.com/images/affiches/moyen/le-cinqui--me---l--ment-3cv6n4Df.jpg,"
								1997								",48,4.5,2h06,48967, (101),2h06,Science-fiction,Français,1997,Luc Besson,"
	
			avec Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich, Chris Tucker,  plus...
	",, 4.5 | 101 avis ,"Au XXIII siècle, dans un univers étrange et coloré, où tout espoir de survie est impossible sans la découverte du cinquième élément, un héros affronte le mal pour sauver l'humanité."
LA FOLIE DES GRANDEURS,https://www.cine974.com/film/la-folie-des-grandeurs/229/, 49,https://www.cine974.com/images/affiches/moyen/la-folie-des-grandeurs-u9Iim3uw.jpg,"
								1971								",49,4.5,1h53,8213, (97),1h53,Comédie,Français,1971,Gérard Oury,"
	
			avec Louis de Funès, Yves Montand, Alice Sapritch, Karin Schubert, Alberto de Mendoza,  plus...
	",, 4.5 | 97 avis ,"Don Salluste profite de ses fonctions de ministre des Finances du roi d'Espagne pour raqueter le peuple. Mais la Reine qui le déteste réussit à le chasser de la cour. Ivre de vengeance, il décide de la compromettre. Son neveu Don César ayant refusé de se mêler du complot,c'est finalement le valet de Don Salluste, Blaze, transi d'amour pour la souveraine, qui tiendra le rôle du Prince charmant. Malheureusement à force de quiproquos, il ne parvient qu'à s'attirer les faveurs de la peu avenante Dona Juana."
SLUMDOG MILLIONAIRE,https://www.cine974.com/film/slumdog-millionaire/430/, 50,https://www.cine974.com/images/affiches/moyen/slumdog-millionaire-tFbHJVDP.jpg,"
								2008								",50,4.5,2h00,16426, (96),2h00,Comédie dramatique,"Américain, Britannique",2008,Danny Boyle,"
	
			avec Dev Patel, Freida Pinto, Mia Drake, Anil Kapoor, Madhur Mittal,  plus...
	",, 4.5 | 96 avis ,
THE TRUMAN SHOW,https://www.cine974.com/film/the-truman-show/432/, 51,https://www.cine974.com/images/affiches/moyen/the-truman-show-Xf1rUcst.jpg,"
								1998								",51,4.5,1h43,14512, (90),1h43,Comédie,Américain,1998,Peter Weir,"
	
			avec Jim Carrey, Laura Linney, Natascha McElhone, Ed Harris, Noah Emmerich,  plus...
	",, 4.5 | 90 avis ,"Truman Burbank mène une vie calme et heureuse. Il habite dans un petit pavillon propret de la radieuse station balnéaire de Seahaven. Il part tous les matins à son bureau d'agent d'assurances dont il ressort huit heures plus tard pour regagner son foyer, savourer le confort de son habitat modèle, la bonne humeur inaltérable et le sourire mécanique de sa femme, Meryl. Mais parfois, Truman étouffe sous tant de bonheur et la nuit l'angoisse le submerge. Il se sent de plus en plus étranger, comme si son entourage jouait un rôle. Pis encore, il se sent observé."
LE VOYAGE DE CHIHIRO,https://www.cine974.com/film/le-voyage-de-chihiro/1324/, 52,https://www.cine974.com/images/affiches/moyen/le-voyage-de-chihiro-Iefflfjs.jpg,"
								2001								",52,4.5,2h05,9564, (86),2h05,Animation,Japonais,2001,Hayao Miyazaki,"
	
			avec Rumi Hiiragi, Miyu Irino, Mari Natsuki, Daveigh Chase, Yumi Tamai,  plus...
	","conseillé en Famille, pour Marmailles", 4.5 | 86 avis ,"Chihiro, dix ans, a tout d'une petite fille capricieuse. Elle s'apprête à emménager avec ses parents dans une nouvelle demeure.Sur la route, la petite famille se retrouve face à un immense bâtiment rouge au centre duquel s'ouvre un long tunnel. De l'autre côté du passage se dresse une ville fantôme. Les parents découvrent dans un restaurant désert de nombreux mets succulents et ne tardent pas à se jeter dessus. Ils se retrouvent alors transformés en cochons.Prise de panique, Chihiro s'enfuit et se dématérialise progressivement. L'énigmatique Haku se charge de lui expliquer le fonctionnement de l'univers dans lequel elle vient de pénétrer. Pour sauver ses parents, la fillette va devoir faire face à la terrible sorcière Yubaba, qui arbore les traits d'une harpie méphistophélique."
L'EFFET PAPILLON,https://www.cine974.com/film/l-effet-papillon/602/, 53,https://www.cine974.com/images/affiches/moyen/l-effet-papillon-mUbTDN3h.jpg,"
								2004								",53,4.5,1h53,15403, (81),1h53,Drame,Américain,2004,Eric Bress,"
	
			avec Ashton Kutcher, Amy Smart, Elden Henson, William Lee Scott, Eric Stoltz,  plus...
	",, 4.5 | 81 avis ,"Une théorie prétend que si l'on pouvait retourner dans le passé et changer quelques détails de notre vie, tout ce qui en découle serait modifié. On appelle cela ""l'effet papillon"". Evan Treborn a cette faculté. Fasciné, il va d'abord mettre ce don au service de ceux dont les vies ont été brisées dans leur enfance. Il peut enfin repartir dans le passé et sauver la seule jeune fille qu'il ait jamais aimée. Mais Evan va découvrir que ce pouvoir est aussi puissant qu'incontrôlable. Il va s'apercevoir que s'il change la moindre chose, il change tout. En intervenant sur le passé, il modifie le présent et se voit de plus en plus souvent obligé de réparer les effets indésirables de ses corrections..."
E.T. L'EXTRA-TERRESTRE,https://www.cine974.com/film/et-l-extra-terrestre/445/, 54,https://www.cine974.com/images/affiches/moyen/e-t--l-extra-terrestre-MElIHaii.jpg,"
								1982								",54,4.5,2h00,19694, (77),2h00,Aventure,Américain,1982,Steven Spielberg,"
	
			avec Henry Thomas, Drew Barrymore, Dee Wallace, Peter Coyote, Robert MacNaughton,  plus...
	","conseillé en Famille, en Amoureux, entre Amis", 4.5 | 77 avis ,"Une soucoupe volante atterrit en pleine nuit près de Los Angeles. Quelques extraterrestres, envoyés sur Terre en mission d'exploration botanique, sortent de l'engin, mais un des leurs s'aventure au-delà de la clairière où se trouve la navette. Celui-ci se dirige alors vers la ville. C'est sa première découverte de la civilisation humaine. Bientôt traquée par des militaires et abandonnée par les siens, cette petite créature apeurée se nommant E.T. se réfugie dans une résidence de banlieue. Elliot, un garçon de dix ans, le découvre et lui construit un abri dans son armoire. Rapprochés par un échange télépathique, les deux êtres ne tardent pas à devenir amis. Aidé par sa soeur Gertie et son frère aîné Michael, Elliot va alors tenter de garder la présence d'E.T. secrète."
JOHN WICK,https://www.cine974.com/film/john-wick/27/, 55,https://www.cine974.com/images/affiches/moyen/john-wick-xrdeybev.jpg,"
								2014								",55,4.5,1h41,17122, (73),1h41,Action,"Américain, Canadien, Chinois",2014,David Leitch,"
	
			avec Keanu Reeves, Michael Nyqvist, Alfie Allen, Adrianne Palicki, Bridget Moynahan,  plus...
	",Interdit aux moins de 12 ans, 4.5 | 73 avis ,
AMERICAN HISTORY X,https://www.cine974.com/film/american-history-x/309/, 56,https://www.cine974.com/images/affiches/moyen/american-history-x-E9SQDtl9.jpg,"
								1998								",56,4.5,1h59,15797, (72),1h59,Drame,Américain,1998,Tony Kaye,"
	
			avec Edward Norton, Edward Furlong, Elliott Gould, Stacy Keach, Fairuza Balk,  plus...
	",Interdit aux moins de 12 ans, 4.5 | 72 avis ,
LA PLAGE,https://www.cine974.com/film/la-plage/7114/, 57,https://www.cine974.com/images/affiches/moyen/la-plage-41SumWTd.jpg,"
								2000								",57,4.5,1h59,9121, (66),1h59,Aventure,"Américain, Britannique",2000,Danny Boyle,"
	
			avec Leonardo DiCaprio, Virginie Ledoyen, Guillaume Canet, Tilda Swinton, Robert Carlyle,  plus...
	",, 4.5 | 66 avis ,"Richard, jeune Américain, amateur de sensations inédites a choisi l'Asie comme terrain d'élection, dans l'espoir d'y vivre des aventures fortes et exaltantes. Dans un hôtel miteux de Bangkok boudé par les touristes, il fait la connaissance d'un couple de Francais, Françoise et Etienne. Dans la nuit, un homme au regard halluciné fait irruption dans sa chambre et évoque une île secrète, une plage paradisiaque, où il aurait vécu plusieurs années au sein d'une petite communauté d'esprits libres. Le lendemain, Richard retrouve une carte de l'île et le cadavre de Daffy."
